#ZVView-data-copy:  25-Jan-2019 04:42:21
#=======================================
#
#name:   79-AU-197(N,G)79-AU-198,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  2424
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
       0.10775      0.00104      0.31541      0.01341  # 1973,C.Le Rigoleur+      ## 20558002
       0.10775      0.00103      0.32329      0.01463  # 1975,E.Fort+             ## 20573002
        0.1081     0.000498        0.315     0.043785  # 2011,C.Lederer+          ## 23152004
       0.10825      0.00104      0.31501      0.01333  # 1973,C.Le Rigoleur+      ## 20558002
       0.10825      0.00104      0.32004      0.01365  # 1975,E.Fort+             ## 20573002
       0.10875      0.00105      0.31749      0.01352  # 1973,C.Le Rigoleur+      ## 20558002
       0.10875      0.00105      0.30974      0.01341  # 1975,E.Fort+             ## 20573002
        0.1091     0.000502        0.243     0.050787  # 2011,C.Lederer+          ## 23152004
       0.10925      0.00106       0.3158      0.01327  # 1973,C.Le Rigoleur+      ## 20558002
       0.10925      0.00106      0.29921      0.01344  # 1975,E.Fort+             ## 20573002
       0.10975      0.00106      0.31137      0.01302  # 1973,C.Le Rigoleur+      ## 20558002
       0.10975      0.00106      0.30617      0.01289  # 1975,E.Fort+             ## 20573002
          0.11            0        0.293            0  # 1969,D.Kompe             ## 20358035
          0.11            0        0.296            0  # 1973,F.Froehner          ## 21020002
          0.11         0.01        0.303        0.017  # 1983,N.Yamamuro+         ## 21911003
          0.11        0.002        0.305        0.016  # 1977,V.N.Kononov+        ## 40520002
        0.1101     0.000507        0.307     0.038068  # 2011,C.Lederer+          ## 23152004
       0.11025      0.00107      0.30972      0.01353  # 1973,C.Le Rigoleur+      ## 20558002
       0.11025      0.00107      0.30797      0.01347  # 1975,E.Fort+             ## 20573002
       0.11075      0.00108      0.30204      0.01336  # 1973,C.Le Rigoleur+      ## 20558002
       0.11075      0.00108      0.31497      0.01405  # 1975,E.Fort+             ## 20573002
       0.11112     0.000512        0.323     0.037468  # 2011,C.Lederer+          ## 23152004
       0.11125      0.00109      0.30256      0.01306  # 1973,C.Le Rigoleur+      ## 20558002
       0.11125      0.00108      0.31476      0.01316  # 1975,E.Fort+             ## 20573002
       0.11175      0.00109      0.31393       0.0135  # 1973,C.Le Rigoleur+      ## 20558002
       0.11175      0.00109      0.31074      0.01385  # 1975,E.Fort+             ## 20573002
         0.112       0.0055        0.401       0.0401  # 1962,J.A.Miskel+         ## 12115007
       0.11215    0.0005165        0.389     0.046291  # 2011,C.Lederer+          ## 23152004
       0.11225       0.0011      0.31101      0.01365  # 1973,C.Le Rigoleur+      ## 20558002
       0.11225       0.0011      0.31462      0.01375  # 1975,E.Fort+             ## 20573002
       0.11275      0.00111      0.30628      0.01307  # 1973,C.Le Rigoleur+      ## 20558002
       0.11275      0.00111      0.30696       0.0129  # 1975,E.Fort+             ## 20573002
       0.11319     0.000521         0.28       0.0392  # 2011,C.Lederer+          ## 23152004
       0.11325      0.00112      0.30358      0.01324  # 1973,C.Le Rigoleur+      ## 20558002
       0.11325      0.00111      0.30801      0.01365  # 1975,E.Fort+             ## 20573002
        0.1133            0         0.33       0.0231  # 1970,M.P.Fricke+         ## 10049007
       0.11375      0.00112      0.30118      0.01285  # 1973,C.Le Rigoleur+      ## 20558002
       0.11375      0.00112      0.30112       0.0127  # 1975,E.Fort+             ## 20573002
         0.114        0.002        0.297        0.016  # 1977,V.N.Kononov+        ## 40520002
       0.11424     0.000526        0.258     0.036636  # 2011,C.Lederer+          ## 23152004
       0.11425      0.00113      0.29957      0.01274  # 1973,C.Le Rigoleur+      ## 20558002
       0.11425      0.00113      0.29264      0.01276  # 1975,E.Fort+             ## 20573002
       0.11475      0.00114      0.30635      0.01368  # 1973,C.Le Rigoleur+      ## 20558002
       0.11475      0.00114      0.30056      0.01326  # 1975,E.Fort+             ## 20573002
         0.115            0        0.324     0.003888  # 1973,J.B.Czirr+          ## 10305003
         0.115            0         0.26            0  # 1961,J.H.Gibbons+        ## 11329067
         0.115            0        0.246            0  # 1961,J.H.Gibbons+        ## 11329068
       0.11525      0.00115      0.30125      0.01267  # 1973,C.Le Rigoleur+      ## 20558002
       0.11525      0.00114      0.29761      0.01236  # 1975,E.Fort+             ## 20573002
       0.11529     0.000531        0.309     0.038316  # 2011,C.Lederer+          ## 23152004
       0.11575      0.00115      0.28446      0.01192  # 1973,C.Le Rigoleur+      ## 20558002
       0.11575      0.00115      0.29237      0.01293  # 1975,E.Fort+             ## 20573002
         0.116            0        0.284            0  # 1969,D.Kompe             ## 20358035
         0.116            0        0.287            0  # 1973,F.Froehner          ## 21020002
       0.11625      0.00116       0.2864      0.01226  # 1973,C.Le Rigoleur+      ## 20558002
       0.11625      0.00116      0.27877      0.01172  # 1975,E.Fort+             ## 20573002
       0.11636     0.000536        0.283     0.056034  # 2011,C.Lederer+          ## 23152004
       0.11675      0.00117      0.28765      0.01198  # 1973,C.Le Rigoleur+      ## 20558002
       0.11675      0.00117      0.27487      0.01203  # 1975,E.Fort+             ## 20573002
       0.11725      0.00118      0.28872      0.01206  # 1973,C.Le Rigoleur+      ## 20558002
       0.11725      0.00117      0.28654      0.01256  # 1975,E.Fort+             ## 20573002
       0.11744     0.000541        0.276     0.042504  # 2011,C.Lederer+          ## 23152004
       0.11775      0.00118      0.29329      0.01192  # 1973,C.Le Rigoleur+      ## 20558002
       0.11775      0.00118      0.28482      0.01185  # 1975,E.Fort+             ## 20573002
         0.118        0.009        0.409       0.0409  # 1962,J.A.Miskel+         ## 12115008
         0.118        0.002        0.295        0.016  # 1977,V.N.Kononov+        ## 40520002
       0.11825      0.00119      0.30122      0.01249  # 1973,C.Le Rigoleur+      ## 20558002
       0.11825      0.00119      0.28659      0.01256  # 1975,E.Fort+             ## 20573002
       0.11852    0.0005455        0.276     0.035328  # 2011,C.Lederer+          ## 23152004
       0.11875       0.0012      0.30077      0.01228  # 1973,C.Le Rigoleur+      ## 20558002
       0.11875       0.0012      0.29551      0.01224  # 1975,E.Fort+             ## 20573002
       0.11925      0.00121      0.29266       0.0122  # 1973,C.Le Rigoleur+      ## 20558002
       0.11925       0.0012      0.29522      0.01294  # 1975,E.Fort+             ## 20573002
       0.11962     0.000551        0.259     0.052059  # 2011,C.Lederer+          ## 23152004
       0.11975      0.00121      0.28755      0.01201  # 1973,C.Le Rigoleur+      ## 20558002
       0.11975      0.00121      0.29282      0.01253  # 1975,E.Fort+             ## 20573002
       0.12025      0.00122      0.28617        0.012  # 1973,C.Le Rigoleur+      ## 20558002
       0.12025      0.00122       0.3011      0.01305  # 1975,E.Fort+             ## 20573002
       0.12073     0.000556        0.282     0.044274  # 2011,C.Lederer+          ## 23152004
       0.12075      0.00123       0.2967      0.01183  # 1973,C.Le Rigoleur+      ## 20558002
       0.12075      0.00123      0.30306      0.01344  # 1975,E.Fort+             ## 20573002
         0.121      0.04356         0.32      0.00256  # 1976,M.Lindner+          ## 10221055
       0.12125      0.00124      0.28726      0.01222  # 1973,C.Le Rigoleur+      ## 20558002
       0.12125      0.00123      0.29537      0.01245  # 1975,E.Fort+             ## 20573002
       0.12175      0.00124      0.28048       0.0112  # 1973,C.Le Rigoleur+      ## 20558002
       0.12175      0.00124      0.29775      0.01305  # 1975,E.Fort+             ## 20573002
       0.12184     0.000561        0.236     0.036816  # 2011,C.Lederer+          ## 23152004
         0.122            0        0.279            0  # 1969,D.Kompe             ## 20358035
         0.122            0        0.282            0  # 1973,F.Froehner          ## 21020002
       0.12225      0.00125      0.29863      0.01314  # 1973,C.Le Rigoleur+      ## 20558002
       0.12225      0.00125      0.29198      0.01203  # 1975,E.Fort+             ## 20573002
       0.12275      0.00126      0.29928      0.01186  # 1973,C.Le Rigoleur+      ## 20558002
       0.12275      0.00126      0.28274      0.01228  # 1975,E.Fort+             ## 20573002
       0.12297    0.0005665        0.277     0.039057  # 2011,C.Lederer+          ## 23152004
         0.123            0        0.311      0.01866  # 1970,M.P.Fricke+         ## 10049007
         0.123            0        0.257            0  # 1961,J.H.Gibbons+        ## 11329067
         0.123            0         0.24            0  # 1961,J.H.Gibbons+        ## 11329068
       0.12325      0.00127       0.2826      0.01194  # 1973,C.Le Rigoleur+      ## 20558002
       0.12325      0.00126      0.29242      0.01207  # 1975,E.Fort+             ## 20573002
       0.12375      0.00127      0.29008      0.01154  # 1973,C.Le Rigoleur+      ## 20558002
       0.12375      0.00127      0.29678      0.01286  # 1975,E.Fort+             ## 20573002
         0.124        0.004        0.287        0.015  # 1977,V.N.Kononov+        ## 40520002
       0.12411    0.0005715         0.27      0.03564  # 2011,C.Lederer+          ## 23152004
       0.12425      0.00128      0.29318      0.01233  # 1973,C.Le Rigoleur+      ## 20558002
       0.12425      0.00128      0.29036      0.01221  # 1975,E.Fort+             ## 20573002
       0.12475      0.00129      0.29355      0.01166  # 1973,C.Le Rigoleur+      ## 20558002
       0.12475      0.00129      0.29122      0.01275  # 1975,E.Fort+             ## 20573002
         0.125       0.0115       0.2725       0.0153  # 1967,R.L.Macklin+        ## 11679023
         0.125            0         0.26            0  # 1963,I.Bergqvist         ## 20024005
       0.12525       0.0013      0.28913      0.01218  # 1973,C.Le Rigoleur+      ## 20558002
       0.12525       0.0013      0.29432      0.01281  # 1975,E.Fort+             ## 20573002
       0.12526     0.000577        0.275       0.0539  # 2011,C.Lederer+          ## 23152004
       0.12575      0.00131      0.29623      0.01183  # 1973,C.Le Rigoleur+      ## 20558002
       0.12575       0.0013      0.28424      0.01217  # 1975,E.Fort+             ## 20573002
       0.12625      0.00131      0.28997      0.01219  # 1973,C.Le Rigoleur+      ## 20558002
       0.12625      0.00131      0.28966      0.01253  # 1975,E.Fort+             ## 20573002
       0.12642     0.000582        0.258     0.034314  # 2011,C.Lederer+          ## 23152004
       0.12675      0.00132      0.28716      0.01152  # 1973,C.Le Rigoleur+      ## 20558002
       0.12675      0.00132      0.28779      0.01201  # 1975,E.Fort+             ## 20573002
       0.12725      0.00133       0.2796      0.01177  # 1973,C.Le Rigoleur+      ## 20558002
       0.12725      0.00133      0.28332      0.01222  # 1975,E.Fort+             ## 20573002
       0.12759   0.00058749        0.351     0.038961  # 2011,C.Lederer+          ## 23152004
       0.12775      0.00134      0.28558       0.0116  # 1973,C.Le Rigoleur+      ## 20558002
       0.12775      0.00133      0.28854      0.01197  # 1975,E.Fort+             ## 20573002
       0.12825      0.00135      0.28232      0.01189  # 1973,C.Le Rigoleur+      ## 20558002
       0.12825      0.00134      0.29033      0.01262  # 1975,E.Fort+             ## 20573002
       0.12875      0.00135      0.29082      0.01179  # 1973,C.Le Rigoleur+      ## 20558002
       0.12875      0.00135      0.30186      0.01253  # 1975,E.Fort+             ## 20573002
       0.12877     0.000593        0.237     0.041949  # 2011,C.Lederer+          ## 23152004
         0.129            0        0.275            0  # 1969,D.Kompe             ## 20358035
         0.129            0        0.278            0  # 1973,F.Froehner          ## 21020002
       0.12925      0.00136      0.28495      0.01191  # 1973,C.Le Rigoleur+      ## 20558002
       0.12925      0.00136      0.30962      0.01327  # 1975,E.Fort+             ## 20573002
        0.1293       0.0149       0.2908            0  # 1965,K.K.Harris+         ## 12197002
